text,label,in_manual
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,ham,True
How come she can get it? Should b quite diff to guess rite...,ham,True
U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com .150ppermessSubscription,spam,True
"There'll be a minor shindig at my place later tonight, you interested?",ham,True
Ok lor... Or u wan me go look 4 u?,ham,True
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything�",ham,True
I'm in office now da:)where are you?,ham,True
Hey tmr meet at bugis 930 ?,ham,True
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing.,ham,True
"Sorry, I'll call later..I am in a meeting",ham,True
Oic... I saw him too but i tot he din c me... I found a group liao...,ham,True
S but not able to sleep.,ham,True
When are you going to ride your bike?,ham,True
Ard 530 lor. I ok then message ü lor.,ham,True
"Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004",spam,True
"Dear, take care. I am just reaching home.love u a lot.",ham,True
Hui xin is in da lib.,ham,True
Just sleeping..and surfing,ham,True
"It's ok, at least armand's still around",ham,True
He also knows about lunch menu only da. . I know,ham,True
And pls pls drink plenty plenty water,ham,True
"Goodmorning, today i am late for 2hrs. Because of back pain.",ham,True
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham,True
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,ham,True
Great! So what attracts you to the brothas?,ham,True
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,smishing,True
Host-based IDPS for linux systems.,ham,True
Nothing spl..wat abt u and whr ru?,ham,True
Huh so early.. Then ü having dinner outside izzit?,ham,True
What you doing?how are you? Hope everything is fine..,ham,True
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,ham,True
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",ham,True
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham,True
Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham,True
" if anyone calling from a mobile Co. and asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card�.",ham,True
"(And my man carlos is definitely coming by mu tonight, no excuses)",ham,True
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,ham,True
Haiyoh... Maybe your hamster was jealous of million,ham,True
"Could you not read me, my Love ? I answered you",ham,True
U WILL SWITCH YOUR FONE ON DAMMIT!!,ham,True
Hai priya are you right. What doctor said pa. Where are you.,ham,True
"Sorry, u need to wait",ham,True
Nothing. Can...,ham,True
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!..",ham,True
Jus finish watching tv... U?,ham,True
Oops i thk i dun haf enuff... I go check then tell ü..,ham,True
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. GOOD MORNING,ham,True
Kay... Since we are out already,ham,True
Remember to ask alex about his pizza,ham,True
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Happy friendship day�,ham,True
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham,True
"I'll get there at 3, unless you guys want me to come some time sooner",ham,True
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",ham,True
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277.,spam,True
I send the print  outs da.,ham,True
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",ham,True
Headin towards busetop,ham,True
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham,True
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams.. Life is empty without frnds..,ham,True
Thanx...,ham,True
Tension ah?what machi?any problem?,ham,True
Is ur lecture over?,ham,True
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,ham,True
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham,True
Apple ID: [BUXCX7GBVwWCcOD Final Notification Your Apple 1D is due to expire today. Prevent this by confirming your Apple ID at�http://verifyapple.uk Apple Inc,smishing,True
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,ham,True
Am only searching for good dual sim mobile pa.,ham,True
U sure u can't take any sick time?,ham,True
S.this will increase the chance of winning.,ham,True
So u gonna get deus ex?,ham,True
"It‘s £6 to get in, is that ok?",ham,True
Please complete registration process before using any service. Code=943 Tid=020001951238,spam,True
Some are lasting as much as 2 hours. You might get lucky.,ham,True
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 www.getzed.co.uk POBox36504W45WQ 150p",spam,True
Am I the only one who doesn't stalk profiles?,ham,True
"Over 3,0,000 songs on the www, music. nokia.com. Download 5 free tracks from the Nokia Music Store. Download now at http://music.nokia.co.in/myn5free",spam,True
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham,True
"Yep, by the pretty sculpture",ham,True
"Sorry, I'll call later..have to go somewhere..",ham,True
"Trust me. Even if isn't there, its there.",ham,True
It's ok lar. U sleep early too... Nite...,ham,True
	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,smishing,True
No..jst change tat only..,ham,True
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham,True
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham,True
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham,True
I am not sure about night menu. . . I know only about noon menu,ham,True
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham,True
Doing project w frens lor.,ham,True
"Sorry, I have some work..",ham,True
You're right I have now that I think about it,ham,True
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,smishing,True
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham,True
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",smishing,True
"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham,True
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,True
Sent me de webadres for geting salary slip,ham,True
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham,True
I cant pick the phone right now. I am busy,ham,True
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,ham,True
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",ham,True
Are you coming to day for class.,ham,True
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham,True
Now only i reached home. . . I am very tired now. .will talk to u tomorrow,ham,True
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Enjoy!!!",ham,True
I got your back! Do you have any dislikes in bed?,ham,True
S:)s.nervous  &lt;#&gt; :),ham,True
On the way to office da..,ham,True
Tmr timin still da same wat cos i got lesson until 6...,ham,True
"Hiya, probably coming home * weekend after next",ham,True
Tomarrow final hearing on my laptop case so i cant.,ham,True
Ya even those cookies have jelly on them,ham,True
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6200992462 Now! ",smishing,True
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",ham,True
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham,True
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,smishing,True
	You have 1 new voicemail. Please call 0871918154.,smishing,True
No need to buy lunch for me.. I eat maggi mee..,ham,True
Hows the champ just leaving glasgow!,ham,True
Thank god they are in bed!,ham,True
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",ham,True
Hey gals.. Anyone of u going down to e driving centre tmr?,ham,True
URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,smishing,True
Camera - You are awarded a SiPix Digital Camera! call 09061221065 fromm landline. Delivery within 8 days,smishing,True
I'm done...,ham,True
Sorry . I will be able to get to you. See you in the morning.,ham,True
K.i did't see you.:)k:)where are you now?,ham,True
Jordan got voted out last nite!,ham,True
"House-Maid is the murderer, coz the man was murdered on  26th January.. ",ham,True
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,True
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham,True
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham,True
No..few hours before.went to hair cut .,ham,True
U in town alone?,ham,True
"Are you sure you don't mean ""get here, we made you hold all the weed""",ham,True
Great escape. I fancy the bridge but needs her lager. See you tomo,ham,True
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham,True
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham,True
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,ham,True
I'm serious. You are in the money base,ham,True
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,smishing,True
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham,True
HELLO PEACH! MY CAKE TASTS LUSH!,ham,True
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,ham,True
Hi. I'm always online on yahoo and would like to chat with you someday,ham,True
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6200992462,smishing,True
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",ham,True
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam,True
Sindu got job in birla soft ..,ham,True
U have WoN £100 of  Gift Vouchers week starting NOW  call now 08718738034,smishing,True
"NO EMI TILL POSSESSION. Today group on Noida Exprsway offer once upon life time offer 2BR-930sft-Rs15, 046pm Sample appt ready 5min from Amity 9999975317",spam,True
Hey morning what you come to ask:-) pa...,ham,True
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,smishing,True
Sorry * was at the grocers.,ham,True
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",ham,True
Also you and your family for going to rhode island or wherever  and leaving me all alone the week I have a new bong &gt;:(,ham,True
Dear good morning how you feeling dear,ham,True
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",spam,True
Ok then I will wait for. Then u talk to me�.,ham,True
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam,True
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,ham,True
	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,smishing,True
Then mum's repent how?,ham,True
ROMCA Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam,True
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam,True
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,ham,True
"Yo, you at jp and hungry like a mofo?",ham,True
"Haha yeah, 2 oz is kind of a shitload",ham,True
Haha i think i did too,ham,True
Happy birthday... May all ur dreams come true...,ham,True
"I dont knw pa, i just drink milk..",ham,True
SURBHIi..where are you dear..,ham,True
	You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,smishing,True
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,ham,True
Ok thanks..dats wonderful�,ham,True
85233 FREE>Ringtone!Reply REAL,spam,True
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,ham,True
Pls dont restrict her from eating anythin she likes for the next two days.,ham,True
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,ham,True
Why you keeping me away like this,ham,True
Lmao!nice 1,ham,True
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",ham,True
"Alright, I'll head out in a few minutes, text me where to meet you",ham,True
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham,True
Have a good evening! Good Luck!!,ham,True
I wonder if you'll get this text?,ham,True
"Sorry, I'll call later ok bye",ham,True
Am on my way,ham,True
Hi msg me:)i'm in office..,ham,True
I went to project centre,ham,True
I love to cuddle! I want to hold you in my strong arms right now...,ham,True
"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",ham,True
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com,smishing,True
LMAO where's your fish memory when I need it?,ham,True
… and don‘t worry we‘ll have finished by march … ish!,ham,True
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham,True
You bad girl. I can still remember them,ham,True
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,ham,True
Enjoy urself tmr...,ham,True
Pls speak to that customer machan.,ham,True
No plans yet. What are you doing ?,ham,True
Yes princess! I want to please you every night. Your wish is my command...,ham,True
PL: Battle Royale! Gilchrist Vs Warne today at 8PM. Click http://ipl.onmix.mobi/?src=504 for IPL on mobile. To stop MIX alerts click http://onmix.mobi/alert,spam,True
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",ham,True
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",ham,True
No way I'm going back there!,ham,True
It vl bcum more difficult..,ham,True
Great. So should i send you my account number.,ham,True
Whos this am in class:-),ham,True
"Awesome, text me when you're restocked",ham,True
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",ham,True
Were gonna go get some tacos,ham,True
"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.",smishing,True
"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",smishing,True
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham,True
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",ham,True
I anything lor. Just let me know..,ham,True
"Hurry up, I've been weed-deficient for like three days",ham,True
On the road so cant txt,ham,True
Think + da. You wil do.,ham,True
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",smishing,True
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,ham,True
"Aight will do, thanks again for comin out",ham,True
Are you still playing with gautham?,ham,True
Does daddy have a bb now.,ham,True
Wat makes some people dearer is not just bcoz of the  happiness dat u feel when u meet them but bcoz of the pain u feel when u miss dem!!!,ham,True
Englishvocabulary ululate: to mourn loudly and shrilly AD: Unlimited FREE calls to any mobile try out today http://bit.ly/unlmtdfreecall share wid frnd,smishing,True
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham,True
Boy you best get yo ass out here quick,ham,True
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,smishing,True
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham,True
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. See what happens",ham,True
No de. But call me after some time. Ill tell you k,ham,True
Thank you princess! You are so sexy...,ham,True
Oh that was a forwarded message. I thought you send that to me,ham,True
How dare you change my ring,ham,True
I am in your office na.,ham,True
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,ham,True
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,ham,True
Tell them the drug dealer's getting impatient,ham,True
Ok can...,ham,True
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg,spam,True
Ding me on ya break fassyole! Blacko from londn,ham,True
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,ham,True
Life style garments account no please.,ham,True
You can jot down things you want to remember later.,ham,True
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,smishing,True
"No I'm good for the movie, is it ok if I leave in an hourish?",ham,True
Horrible gal. Me in sch doing some stuff. How come u got mc?,ham,True
Hmm ill have to think about it... ok you're forgiven! =D,ham,True
Nope... Juz off from work...,ham,True
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,smishing,True
I've been trying to reach him without success,ham,True
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",spam,True
"	5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",spam,True
I'm meeting Darren...,ham,True
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,ham,True
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),ham,True
Ok lor then we go tog lor...,ham,True
Thought we could go out for dinner. I'll treat you! Seem ok?,ham,True
"Swayamvara By David Hair,�Swayamvara� (The Return of Ravana Book 2) by David Hair is a story of reincarnation, two swayamvaras, 800 years apart, that sees four lives knotted forever & one rigid force, Ravana reborn.",spam,True
I cant pick the phone right now. Pls send a message if anything urgent..,ham,True
I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,ham,True
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on 08714712413,smishing,True
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,ham,True
He's in lag. That's just the sad part but we keep in touch thanks to skype,ham,True
Huh means computational science... Y they like dat one push here n there...,ham,True
Lol now I'm after that hot air balloon!,ham,True
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham,True
Cos i want it to be your thing,ham,True
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ham,True
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",ham,True
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my  gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",ham,True
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,spam,True
"K I'm leaving soon, be there a little after 9",ham,True
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",ham,True
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham,True
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,ham,True
Yes. It's all innocent fun. O:-),ham,True
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",ham,True
	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,smishing,True
Ok no prob�thanks�,ham,True
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",ham,True
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Hope u understand...Gud night...",ham,True
"Doing nothing, then u not having dinner w us?",ham,True
Mathews or tait or edwards or anderson,ham,True
No dear i do have free messages without any recharge. Hi hi hi,ham,True
Thnx dude. u guys out 2nite?,ham,True
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham,True
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham,True
	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,smishing,True
Nt joking seriously i told,ham,True
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham,True
Anything lar...,ham,True
FROM 88066 LOST £12 HELP,spam,True
"St andre, virgil's cream",ham,True
Already one guy loving you:-.,ham,True
Are you ok. What happen to behave like this,ham,True
"Merry Christmas to you too babe, i love ya *kisses*",ham,True
Watching ajith film ah?,ham,True
Does she usually take fifteen minutes to respond to a yes or no question,ham,True
Thanks for ve lovely wisheds. You rock,ham,True
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,ham,True
74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,smishing,True
Lol they were mad at first but then they woke up and gave in.,ham,True
Todays Vodafone numbers ending with 4865 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,smishing,True
"Haha awesome, I've been to 4u a couple times. Who all's coming?",ham,True
"[…] anyway, many good evenings to u! s",ham,True
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",ham,True
What u talking bout early morning? It's almost noon where your at!,ham,True
Are you in castor? You need to see something,ham,True
That's necessarily respectful,ham,True
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",ham,True
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077..zed POBox 36504 W45WQ norm150p/tone 16+,spam,True
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,ham,True
U repeat e instructions again. Wat's e road name of ur house?,ham,True
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",ham,True
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham,True
Thanks chikku..:-) gud nyt:-*,ham,True
Jesus christ bitch I'm trying to give you drugs answer your phone,ham,True
Please CALL 08712402578 immediately as there is an urgent message waiting for you,smishing,True
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam,True
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",ham,True
"Cool, text me when you're ready",ham,True
"Sorry my roommates took forever, it ok if I come by now?",ham,True
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",ham,True
Hi good mornin.. Thanku wish u d same..,ham,True
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",smishing,True
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,True
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,smishing,True
My brother in Atlanta. Wish you guys a great semester.,ham,True
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",spam,True
Convey my regards to him�best wishes..,ham,True
I could ask carlos if we could get more if anybody else can chip in,ham,True
Love you sushma..love u lot..,ham,True
7 lor... Change 2 suntec... Wat time u coming?,ham,True
Yo come over carlos will be here soon,ham,True
"Just making dinner, you ?",ham,True
Nokia phone is lovly..,ham,True
Dude got a haircut. Now its breezy up there,ham,True
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam,True
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ham,True
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,True
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham,True
"Sorry, I'll call later ..In meeting.",ham,True
	Please CALL 08712402779 immediately as there is an urgent message waiting for you,smishing,True
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham,True
"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!",smishing,True
