dataset_source,label,text,text_clean,has_url,has_email,has_phone
synthetic,ham,No da. I am happy that we sit together na,No da. I am happy that we sit together na,0,0,0
synthetic,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya.,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya.,0,0,0
synthetic,ham,Ok.ok ok..then..whats ur todays plan,Ok.ok ok..then..whats ur todays plan,0,0,0
synthetic,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0,0,0
synthetic,ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,0,0,0
synthetic,smishing,	Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,0,0
synthetic,ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!","Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0,0,0
synthetic,ham,How will I creep on you now? ;_;,How will I creep on you now? ;_;,0,0,0
synthetic,ham,I wait 4 ü inside da car park...,I wait 4 ü inside da car park...,0,0,0
synthetic,ham,Yup. Thk of u oso boring wat.,Yup. Thk of u oso boring wat.,0,0,0
synthetic,ham,Aiyah then i wait lor. Then u entertain me. Hee...,Aiyah then i wait lor. Then u entertain me. Hee...,0,0,0
synthetic,ham,"Excellent, I'll see what riley's plans are","Excellent, I'll see what riley's plans are",0,0,0
synthetic,ham,Hey are you angry with me. Reply me dr.,Hey are you angry with me. Reply me dr.,0,0,0
synthetic,ham,"I know where the  &lt;#&gt;  is, I'll be there around 5","I know where the &lt;#&gt; is, I'll be there around 5",0,0,0
synthetic,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was sleeping!!","My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was sleeping!!",0,0,0
synthetic,ham,K I'll call you when I'm close,K I'll call you when I'm close,0,0,0
synthetic,smishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,0,0,1
synthetic,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,0,0
synthetic,smishing,"Congratulations, Your entry into our contest last month made you a WINNER! Goto http://www.apple.com.text.won.com�to claim your prize! You have 24 hours to claim","Congratulations, Your entry into our contest last month made you a WINNER! Goto http://www.apple.com.text.won.com�to claim your prize! You have 24 hours to claim",1,0,0
synthetic,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,0,0,0
synthetic,ham,Hey company elama po mudyadhu.,Hey company elama po mudyadhu.,0,0,0
synthetic,ham,Pls help me tell Ashley that i cant find her number oh,Pls help me tell Ashley that i cant find her number oh,0,0,0
synthetic,ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,0,0,0
synthetic,ham,Remind me how to get there and I shall do so,Remind me how to get there and I shall do so,0,0,0
synthetic,ham,I told your number to gautham..,I told your number to gautham..,0,0,0
synthetic,ham,Juz go google n search 4 qet...,Juz go google n search 4 qet...,0,0,0
synthetic,ham,I'm at home n ready...,I'm at home n ready...,0,0,0
synthetic,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,0,0,0
synthetic,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,0,0,0
synthetic,ham,Yo guess what I just dropped,Yo guess what I just dropped,0,0,0
synthetic,smishing,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,0,0,1
synthetic,smishing,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0,0,0
synthetic,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,NEFT Transaction with reference number &lt;#&gt; for Rs. &lt;DECIMAL&gt; has been credited to the beneficiary account on &lt;#&gt; at &lt;TIME&gt; : &lt;#&gt;,0,0,0
synthetic,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,0,0
synthetic,spam,"Rental  Helpline  9999991155 1000-100, 000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155","Rental Helpline 9999991155 1000-100, 000 sq.ft. In Noida & Gr.Noida OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155",0,1,1
synthetic,ham,"Aight, I'm chillin in a friend's room so text me when you're on the way","Aight, I'm chillin in a friend's room so text me when you're on the way",0,0,0
synthetic,spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)","FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",0,0,0
synthetic,smishing,"IMPORTANT MESSAGE FROM WESTPAC For the safety of our customers due to the recent COVID-19 virus, all customers are required to review and update their personal details. You will be unable to use Westpac services until you have done so. Please go to https:// westpac-mobile.cc/2update or call us on 132 032.","IMPORTANT MESSAGE FROM WESTPAC For the safety of our customers due to the recent COVID-19 virus, all customers are required to review and update their personal details. You will be unable to use Westpac services until you have done so. Please go to https:// westpac-mobile.cc/2update or call us on 132 032.",0,0,0
synthetic,ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,0,0,0
synthetic,ham,At WHAT TIME should i come tomorrow. Please confirm,At WHAT TIME should i come tomorrow. Please confirm,0,0,0
synthetic,ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex","I don't have anybody's number, I still haven't thought up a tactful way to ask alex",0,0,0
synthetic,ham,Then ü come n pick me at 530 ar?,Then ü come n pick me at 530 ar?,0,0,0
synthetic,ham,U calling me right? Call my hand phone...,U calling me right? Call my hand phone...,0,0,0
synthetic,ham,"Yes..but they said its IT.,","Yes..but they said its IT.,",0,0,0
synthetic,ham,Good evening! this is roger. How are you?,Good evening! this is roger. How are you?,0,0,0
synthetic,ham,I re-met alex nichols from middle school and it turns out he's dealing!,I re-met alex nichols from middle school and it turns out he's dealing!,0,0,0
synthetic,ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,0,0,0
synthetic,smishing,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16","Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",0,0,0
synthetic,ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,0,0,0
synthetic,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... 'GUESS!!","Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... 'GUESS!!",0,0,0
synthetic,ham,Shall i come to get pickle,Shall i come to get pickle,0,0,0
synthetic,ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,Eat at old airport road... But now 630 oredi... Got a lot of pple...,0,0,0
synthetic,ham,(That said can you text him one more time?),(That said can you text him one more time?),0,0,0
synthetic,ham,In meeting da. I will call you,In meeting da. I will call you,0,0,0
synthetic,ham,No it will reach by 9 only. She telling she will be there. I dont know,No it will reach by 9 only. She telling she will be there. I dont know,0,0,0
synthetic,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. ","Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney.",0,0,0
synthetic,ham,U having lunch alone? I now so bored...,U having lunch alone? I now so bored...,0,0,0
synthetic,ham,Well its not like you actually called someone a punto. That woulda been worse.,Well its not like you actually called someone a punto. That woulda been worse.,0,0,0
synthetic,smishing,"Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au","Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au",0,0,0
synthetic,smishing,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7679046492 from land line. Claim 3030. Valid 12hrs only","URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7679046492 from land line. Claim 3030. Valid 12hrs only",0,0,1
synthetic,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry  call 08452810073,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry call 08452810073,0,0,1
synthetic,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,Tell me they're female :V how're you throwing in? We're deciding what all to get now,0,0,0
synthetic,smishing,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,0,0,1
synthetic,ham,"My planning usually stops at ""find hella weed, smoke hella weed""","My planning usually stops at ""find hella weed, smoke hella weed""",0,0,0
synthetic,ham,Aiyah ok wat as long as got improve can already wat...,Aiyah ok wat as long as got improve can already wat...,0,0,0
synthetic,ham,What pa tell me.. I went to bath:-),What pa tell me.. I went to bath:-),0,0,0
synthetic,ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,0,0,0
synthetic,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0,0,0
synthetic,ham,How are you doing? Hope you've settled in for the new school �have a great day,How are you doing? Hope you've settled in for the new school �have a great day,0,0,0
synthetic,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,0,0,0
synthetic,smishing,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,0,0,1
synthetic,ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,0,0,0
synthetic,ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah","awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",0,0,0
synthetic,ham,Will be september by then!,Will be september by then!,0,0,0
synthetic,ham,No probably  &lt;#&gt; %.,No probably &lt;#&gt; %.,0,0,0
synthetic,ham,I'm still pretty weak today .. Bad day ?,I'm still pretty weak today .. Bad day ?,0,0,0
synthetic,smishing,"Your Bank of America online account has been suspended, log in to restore http://itdo/bankofamerica-session-user","Your Bank of America online account has been suspended, log in to restore http://itdo/bankofamerica-session-user",1,0,0
synthetic,spam,What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash,What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash,0,0,0
synthetic,spam,Filthy stories and GIRLS waiting for your,Filthy stories and GIRLS waiting for your,0,0,0
synthetic,ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,0,0,0
synthetic,spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,0,1,1
synthetic,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,Its not the same here. Still looking for a job. How much do Ta's earn there.,0,0,0
synthetic,smishing,	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,0,0
synthetic,smishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,0,0,1
synthetic,ham,Yeah my usual guy's out of town but there're definitely people around I know,Yeah my usual guy's out of town but there're definitely people around I know,0,0,0
synthetic,ham,Lol its ok I didn't remember til last nite,Lol its ok I didn't remember til last nite,0,0,0
synthetic,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.,0,0,0
synthetic,ham,Orh i tot u say she now still dun believe.,Orh i tot u say she now still dun believe.,0,0,0
synthetic,ham,"Sorry, I'll call later�buzy ryt nw�","Sorry, I'll call later�buzy ryt nw�",0,0,0
synthetic,ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ...Did you go to the gym too ?","Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ...Did you go to the gym too ?",0,0,0
synthetic,ham,"I shall book chez jules for half eight, if that's ok with you?","I shall book chez jules for half eight, if that's ok with you?",0,0,0
synthetic,smishing,"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.","Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",0,0,0
synthetic,ham,"Sorry,in meeting I'll call later","Sorry,in meeting I'll call later",0,0,0
synthetic,ham,I am taking half day leave bec i am not well,I am taking half day leave bec i am not well,0,0,0
synthetic,ham,Nvm it's ok...,Nvm it's ok...,0,0,0
synthetic,ham,Ok... I din get ur msg...,Ok... I din get ur msg...,0,0,0
synthetic,ham,"life alle mone,eppolum oru pole allalo","life alle mone,eppolum oru pole allalo",0,0,0
synthetic,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message","New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",0,0,0
synthetic,ham,Have you seen who's back at Holby?!,Have you seen who's back at Holby?!,0,0,0
synthetic,ham,I will reach before ten morning,I will reach before ten morning,0,0,0
synthetic,ham,Should I head straight there or what,Should I head straight there or what,0,0,0
synthetic,ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,0,0,0
synthetic,ham,O. Guess they both got screwd,O. Guess they both got screwd,0,0,0
synthetic,ham,No chikku nt yet.. Ya i'm free,No chikku nt yet.. Ya i'm free,0,0,0
synthetic,ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0,0,0
synthetic,ham,If I die I want u to have all my stuffs.,If I die I want u to have all my stuffs.,0,0,0
synthetic,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,0,0,0
synthetic,ham,Yeah whatever lol,Yeah whatever lol,0,0,0
synthetic,ham,Congrats kano..whr s the treat maga?,Congrats kano..whr s the treat maga?,0,0,0
synthetic,ham,U're welcome... Caught u using broken english again...,U're welcome... Caught u using broken english again...,0,0,0
synthetic,ham,Pete can you please ring meive hardly gotany credit,Pete can you please ring meive hardly gotany credit,0,0,0
synthetic,ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,0,0,0
synthetic,ham,"Aight, can you text me the address?","Aight, can you text me the address?",0,0,0
synthetic,spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120","Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",0,0,1
synthetic,ham,Ok how you dear. Did you call chechi,Ok how you dear. Did you call chechi,0,0,0
synthetic,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0,0,0
synthetic,smishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,0,0,1
synthetic,ham,Hey now am free you can call me.,Hey now am free you can call me.,0,0,0
synthetic,spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",0,0,0
synthetic,ham,No but the bluray player can,No but the bluray player can,0,0,0
synthetic,ham,Dear good morning now only i am up,Dear good morning now only i am up,0,0,0
synthetic,ham,So when you gonna get rimac access,So when you gonna get rimac access,0,0,0
synthetic,ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,Its posible dnt live in &lt;#&gt; century cm frwd n thnk different,0,0,0
synthetic,spam,NON-STOP INTERNET and DOWNLOADING with Pocket Internet. Dial *234*2900# and get Games at a special price of Rs.3 everyday. Click and play: http://goo.gl/iRrIJ,NON-STOP INTERNET and DOWNLOADING with Pocket Internet. Dial *234*2900# and get Games at a special price of Rs.3 everyday. Click and play: http://goo.gl/iRrIJ,1,0,0
synthetic,ham,Wait  &lt;#&gt;  min..,Wait &lt;#&gt; min..,0,0,0
synthetic,ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx","OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0,0,0
synthetic,ham,You know what hook up means right?,You know what hook up means right?,0,0,0
synthetic,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,0,1
synthetic,ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,Hi here. have birth at on the to at 8lb 7oz. Mother and baby doing brilliantly.,0,0,0
synthetic,smishing,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £2000 Bonus Prize, call 09066364529","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £2000 Bonus Prize, call 09066364529",0,0,1
synthetic,ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much","Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",0,0,0
synthetic,spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,0,0,1
synthetic,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,0,0
synthetic,ham,ITS A LAPTOP TAKE IT WITH YOU.,ITS A LAPTOP TAKE IT WITH YOU.,0,0,0
synthetic,ham,"Call me da, i am waiting for your call.","Call me da, i am waiting for your call.",0,0,0
synthetic,ham,Pls send me your address sir.,Pls send me your address sir.,0,0,0
synthetic,ham,Lol ... I knew that .... I saw him in the dollar store,Lol ... I knew that .... I saw him in the dollar store,0,0,0
synthetic,smishing,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8927307655,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8927307655,0,0,1
synthetic,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,I want to sent &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,0,0
synthetic,spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,0,0,0
synthetic,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0,0,0
synthetic,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)","Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",0,0,0
synthetic,ham,"sorry brah, just finished the last of my exams, what up","sorry brah, just finished the last of my exams, what up",0,0,0
synthetic,smishing,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679046492,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679046492,0,0,1
synthetic,spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,0,0,0
synthetic,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,0,0,1
synthetic,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx","Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0,0,0
synthetic,ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..","Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",0,0,0
synthetic,ham,So i could kiss and feel you next to me...,So i could kiss and feel you next to me...,0,0,0
synthetic,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,0,0,0
synthetic,smishing,	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,0,0,1
synthetic,smishing,Please CALL 08712402972 immediately as there is an urgent message waiting for you,Please CALL 08712402972 immediately as there is an urgent message waiting for you,0,0,1
synthetic,ham,What's your room number again? Wanna make sure I'm knocking on the right door,What's your room number again? Wanna make sure I'm knocking on the right door,0,0,0
synthetic,ham,Hasn't that been the pattern recently crap weekends?,Hasn't that been the pattern recently crap weekends?,0,0,0
synthetic,ham,Yup ok...,Yup ok...,0,0,0
synthetic,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE","SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1,0,0
synthetic,ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..","Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",0,0,0
synthetic,ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,0,0,0
